id,country_id,country_code,country_name,region_id,region_name,income_group_id,income_group_name,income_group_acronym,implementing_agency_id,implementing_agency_acronym,implementing_agency_name,implementing_subagency_id,subagency_acronym,subagency_name,channel_category_id,channel_category_name,channel_subcategory_name,channel_subcategory_id,channel_id,channel_name,dac_category_id,dac_category_name,dac_sector_code,dac_sector_name,dac_purpose_code,dac_purpose_name,funding_account_id,funding_account_name,assistance_category_id,assistance_category_name,activity_id,activity_name,activity_project_number,activity_start_date,activity_end_date,transaction_type_id,transaction_type_name,fiscal_year,current_amount,constant_amount,funding_agency_id,funding_agency_name,funding_agency_acronym,aid_type_group_id,aid_type_group_name,activity_description,USG_sector_id,USG_sector_name,submission_id
14739542,643,RUS,Russia,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2277,Public Law 480 Title I Direct Credit and Food for Progress Program Account,1,Economic,191219,Food For Progress Title I - Freight Value of AP Flour (by 50 kg) [through International Orthodox Christian Charities],APH00397,,,2,Obligations,2000,607674,828829,5,Department of Agriculture,AGR,3,Project-Type,Food For Progress Title I - Freight Value of AP Flour (by 50 kg) [through International Orthodox Christian Charities],37,"Protection, Assistance and Solutions",999
14739581,736,SDF,Sudan (former),5,Sub-Saharan Africa,0,NULL,NULL,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,9,Humanitarian,720,Emergency Response,72040,Emergency food aid,12x2278,Public Law 480 Title II Grants,1,Economic,231469,"Commodity Value for  Sorghum, bulk w/bags, needles & twine / Metric Tons: 5190.",UTH04515,,,2,Obligations,2000,607200,828183,5,Department of Agriculture,AGR,3,Project-Type,"USAID Title II Food Aid.  Food-for-Work, Emergency",37,"Protection, Assistance and Solutions",999
14739598,360,IDN,Indonesia,1,East Asia and Oceania,2,Lower Middle Income Country,LMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x4336,Commodity Credit Corporation Fund,1,Economic,193705,Section 416(b) Food Aid - Commodity Value of Rice (by 50 kg)/Metric TonZ: 2100 [through National Cooperative Business Association],APH02883,,,2,Obligations,2000,606984,827888,5,Department of Agriculture,AGR,3,Project-Type,Section 416(b) Food Aid - Commodity Value of Rice (by 50 kg)/Metric TonZ: 2100 [through National Cooperative Business Association],37,"Protection, Assistance and Solutions",999
14739686,232,ERI,Eritrea,5,Sub-Saharan Africa,1,Low Income Country,LIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x4336,Commodity Credit Corporation Fund,1,Economic,193399,Section 416(b) Food Aid - Commodity Value of Corn Soy Milk (by 25 kg)/Metric TonZ: 2170 [through UN World Food Program],APH02577,,,2,Obligations,2000,605170,825414,5,Department of Agriculture,AGR,3,Project-Type,Section 416(b) Food Aid - Commodity Value of Corn Soy Milk (by 25 kg)/Metric TonZ: 2170 [through UN World Food Program],37,"Protection, Assistance and Solutions",999
14739785,268,GEO,Georgia,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2277,Public Law 480 Title I Direct Credit and Food for Progress Program Account,1,Economic,192006,Food For Progress Title I Commodity Credit Corporation Purchase - Commodity Value of Vegetable Oil (by 208 ltr)/Metric TonZ: 1000 [through United Methodist Comm Relief],APH01184,,,2,Obligations,2000,603000,822454,5,Department of Agriculture,AGR,3,Project-Type,Food For Progress Title I Commodity Credit Corporation Purchase - Commodity Value of Vegetable Oil (by 208 ltr)/Metric TonZ: 1000 [through United Methodist Comm Relief],37,"Protection, Assistance and Solutions",999
14739790,24,AGO,Angola,5,Sub-Saharan Africa,3,Upper Middle Income Country,UMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,9,Humanitarian,720,Emergency Response,72040,Emergency food aid,12x2278,Public Law 480 Title II Grants,1,Economic,230600,"Commodity Value for  Peas, Green / Metric Tons: 3000.",UTH03646,,,2,Obligations,2000,603000,822454,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Other Emergency,37,"Protection, Assistance and Solutions",999
14739798,31,AZE,Azerbaijan,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,2,STATE,Department of State,67,PRM,"Population, Refugees, and Migration",3,NGO,NGO - United States,5,4000097,Cooperative for Assistance and Relief Everywhere,9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,19x1143,"Department of  State, Migration and Refugee Assistance",1,Economic,83616,Refugee Assistance Activities,NULL,,,2,Obligations,2000,602941,822374,2,Department of State,STATE,3,Project-Type,"United States Population Migration and Refugee Assistance, Appropriation 1143.  Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [Cooperative for Assistance and Relief Everywhere]",37,"Protection, Assistance and Solutions",65
14739884,180,COD,Congo (Kinshasa),5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,9,Humanitarian,720,Emergency Response,72040,Emergency food aid,12x2278,Public Law 480 Title II Grants,1,Economic,227209,"Commodity Value for  Beans, Pinto / Approximate Number of people fed: 350000. / Metric Tons: 1500.",UTH00255,,,2,Obligations,2000,601500,820408,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Displaced Persons,37,"Protection, Assistance and Solutions",999
14739915,70,BIH,Bosnia and Herzegovina,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,11x1081,International Military Education and Training,2,Military,25270,DOD - International Military Education & Training (IMET) Program/Deliveries,NULL,,,2,Obligations,2000,601000,819727,7,Department of Defense,DOD,4,Technical Assistance,"The dollar value allocated in any fiscal year for the training of foreign military students both overseas and in the continental United States, and the cost of training aids and materials associated with such training, for which the U.S. Government receives no dollar reimbursement.",3,Stabilization Operations and Security Sector Reform,27
14740000,48,BHR,Bahrain,3,Middle East and North Africa,4,High Income Country,HIC,8,ARMY,Department of the Army,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000014,U.S. Government - Department of the Army,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,97xDEDA,Excess Defense Articles,2,Military,18705,"DoD Excess Defense Articles, EDA Grant (516)",1440013643292,,,2,Obligations,2000,600000,818363,7,Department of Defense,DOD,3,Project-Type,"DoD Excess Defense Articles, EDA Grant (516). LAUNCHER, Quantity Delivered: 10.",3,Stabilization Operations and Security Sector Reform,19
14740219,626,TLS,Timor-Leste,1,East Asia and Oceania,2,Lower Middle Income Country,LMIC,2,STATE,Department of State,67,PRM,"Population, Refugees, and Migration",3,NGO,NGO - International,6,4000269,International Rescue Committee,9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,19x1143,"Department of  State, Migration and Refugee Assistance",1,Economic,83635,Refugee Assistance Activities,NULL,,,2,Obligations,2000,600000,818363,2,Department of State,STATE,3,Project-Type,"United States Population Migration and Refugee Assistance, Appropriation 1143.  Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [International Rescue Committee]",37,"Protection, Assistance and Solutions",65
14740253,643,RUS,Russia,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,3990008,Enterprise - United States Other,6,Agriculture,310,Agriculture,31310,Fishing policy and administrative management,11x1001,Trade and Development Agency,1,Economic,96416,Feasibility Study - Far East Fishing Vessel,NULL,,,2,Obligations,2000,600000,818363,17,Trade and Development Agency,TDA,4,Technical Assistance,"Feasibility Study - Far East Fishing Vessel, through Emerging Markets Finance Corporation",29,Agriculture,70
14740287,508,MOZ,Mozambique,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,234067,"Commodity Value for  Vegetable Oil, bulk / Metric Tons: 1500.",UTH07113,,,2,Obligations,2000,600000,818363,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Monetization of food aid.,37,"Protection, Assistance and Solutions",999
14740300,583,FSM,Micronesia (Federated States),1,East Asia and Oceania,2,Lower Middle Income Country,LMIC,9,DOI,Department of the Interior,41,OIA,Office of Insular Affairs,1,Government,Government - Non United States,2,2000095,Government of Micronesia (Federated States),4,Infrastructure,220,Communications,22010,Communications policy and administrative management,14x0415,"Department of Interior, Compact of Free Association, Insular Affairs",1,Economic,42895,"Compacts of Free Association, Communications O&M.",NULL,,,2,Obligations,2000,600000,818363,9,Department of the Interior,DOI,1,Budget support,"Compacts of Free Association, Communications O&M. The Compact of Free Association was established as FSM and RMI emerged from the Trust Territory of the Pacific Islands and became sovereign states. The funding was used for general government operations, including health and education, economic development, capital improvements, and special purposes.",28,Infrastructure,37
14740382,360,IDN,Indonesia,1,East Asia and Oceania,2,Lower Middle Income Country,LMIC,2,STATE,Department of State,62,INL,International Narcotics and Law Enforcement Affairs,1,Government,Government - United States,1,1000004,U.S. Government - Department of State,3,Governance,151,Government and Civil Society,15130,Legal and judicial development,11x1022,International Narcotics Control and Law Enforcement,1,Economic,74894,International Narcotics & Law Enforcement: Country Program,NULL,,,2,Obligations,2000,600000,818363,2,Department of State,STATE,3,Project-Type,Department of State's International Narcotics Control and Law Enforcement Program - Country Program,7,Rule of Law and Human Rights,58
14740443,398,KAZ,Kazakhstan,4,South and Central Asia,3,Upper Middle Income Country,UMIC,17,TDA,Trade and Development Agency,999,NULL,not applicable,8,Enterprises,Enterprises - United States,19,4001461,"Gustavson Associates, LLC",5,Economic Growth,322,Mineral Resources and Mining,32262,Oil and gas,11x1001,Trade and Development Agency,1,Economic,96452,Feasibility Study - Gas Utilization Study,NULL,,,2,Obligations,2000,600000,818363,17,Trade and Development Agency,TDA,4,Technical Assistance,"Feasibility Study - Gas Utilization Study, through Gustavson Associates, LLC",34,Mining and Natural Resources,70
14740466,891,SCG,Serbia and Montenegro (former),2,Europe and Eurasia,0,NULL,NULL,2,STATE,Department of State,67,PRM,"Population, Refugees, and Migration",7,Multilateral,Multilateral - United Nations,12,4000421,United Nations Children's Fund,9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,19x1143,"Department of  State, Migration and Refugee Assistance",1,Economic,79315,Education/Textbooks,NULL,,,2,Obligations,2000,600000,818363,2,Department of State,STATE,2,Core contributions,"United States Population Migration and Refugee Assistance, Appropriation 1143.  Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [United Nations Children's Fund]",37,"Protection, Assistance and Solutions",65
14740536,795,TKM,Turkmenistan,4,South and Central Asia,3,Upper Middle Income Country,UMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,11x1082,Foreign Military Financing Program,2,Military,25271,"DOD - Foreign Military Financing (FMF) Program, Payment Waived",NULL,,,2,Obligations,2000,600000,818363,7,Department of Defense,DOD,3,Project-Type,"The amount of credit extended to a foreign government or international organization in any fiscal year for the procurement of defense articles, defense services, and design and construction services.",3,Stabilization Operations and Security Sector Reform,27
14740539,780,TTO,Trinidad and Tobago,6,Western Hemisphere,4,High Income Country,HIC,7,DOD,Department of Defense,15,CN,Office of Counternarcotics,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,160,Other Social Infrastructure and Services,16063,Narcotics control,97x0105,"Department of Defense, Drug Interdiction and Counter-Drug Activities",2,Military,18115,In-Country Counternarcotics Program,NULL,,,2,Obligations,2000,600000,818363,7,Department of Defense,DOD,4,Technical Assistance,"In-Country Counternarcotics Program under U.S. Southern Command.  ICDP enables the Secretary of Defense to provide foreign governments with support for the counter-drug activities of that government, such as training and equipment.",4,Counter-Narcotics,16
14740609,1002,WLD,World,7,World,0,NULL,NULL,2,STATE,Department of State,62,INL,International Narcotics and Law Enforcement Affairs,1,Government,Government - United States,1,1000004,U.S. Government - Department of State,3,Governance,151,Government and Civil Society,15130,Legal and judicial development,11x1022,International Narcotics Control and Law Enforcement,1,Economic,74932,International Narcotics & Law Enforcement: Training: Coast Guard,NULL,,,2,Obligations,2000,600000,818363,2,Department of State,STATE,3,Project-Type,Department of State's International Narcotics Control and Law Enforcement Program - Training: Coast Guard,7,Rule of Law and Human Rights,58
14740630,1018,EUN,Europe Region,2,Europe and Eurasia,0,NULL,NULL,2,STATE,Department of State,67,PRM,"Population, Refugees, and Migration",7,Multilateral,Multilateral - United Nations,12,4000454,United Nations Office of the United Nations High Commissioner for Refugees,9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,19x1143,"Department of  State, Migration and Refugee Assistance",1,Economic,79048,Customs/Processing Costs,NULL,,,2,Obligations,2000,600000,818363,2,Department of State,STATE,2,Core contributions,"United States Population Migration and Refugee Assistance, Appropriation 1143.  Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [United Nations Office of the United Nations High Commissioner for Refugees]",37,"Protection, Assistance and Solutions",65
14740631,1018,EUN,Europe Region,2,Europe and Eurasia,0,NULL,NULL,2,STATE,Department of State,67,PRM,"Population, Refugees, and Migration",4,Church and Faith Based,Church and Faith Based - Non United States,9,4000197,International Catholic Migration Commission,9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,19x1143,"Department of  State, Migration and Refugee Assistance",1,Economic,82703,Processing/Cultural Orientation,NULL,,,2,Obligations,2000,600000,818363,2,Department of State,STATE,3,Project-Type,"United States Population Migration and Refugee Assistance, Appropriation 1143.  Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [International Catholic Migration Commission]",37,"Protection, Assistance and Solutions",65
14740636,1016,ENS,Eastern Asia Region,1,East Asia and Oceania,0,NULL,NULL,2,STATE,Department of State,67,PRM,"Population, Refugees, and Migration",7,Multilateral,Multilateral - United Nations,12,4000454,United Nations Office of the United Nations High Commissioner for Refugees,9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,19x1143,"Department of  State, Migration and Refugee Assistance",1,Economic,80300,GP,NULL,,,2,Obligations,2000,600000,818363,2,Department of State,STATE,2,Core contributions,"United States Population Migration and Refugee Assistance, Appropriation 1143.  Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [United Nations Office of the United Nations High Commissioner for Refugees]",37,"Protection, Assistance and Solutions",65
14740885,762,TJK,Tajikistan,4,South and Central Asia,2,Lower Middle Income Country,LMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x4336,Commodity Credit Corporation Fund,1,Economic,193086,"Section 416(b) Food Aid - Commodity Value of AP Flour (by 50 kg)/Metric TonZ: 2690 [through Save the Children Federation, Inc.]",APH02264,,,2,Obligations,2000,596857,814076,5,Department of Agriculture,AGR,3,Project-Type,"Section 416(b) Food Aid - Commodity Value of AP Flour (by 50 kg)/Metric TonZ: 2690 [through Save the Children Federation, Inc.]",37,"Protection, Assistance and Solutions",999
14740891,288,GHA,Ghana,5,Sub-Saharan Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,235030,"Commodity Value for  Wheat, North Spring, bulk / Metric Tons: 3900.",UTH08076,,,2,Obligations,2000,596700,813862,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Monetization of food aid.,37,"Protection, Assistance and Solutions",999
14740918,231,ETH,Ethiopia,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,243578,"Total Freight for  Wheat, Hard Red Winter, w/bags, needles & twine / Metric Tons: 3258.",UTH16624,,,2,Obligations,2000,596200,813180,5,Department of Agriculture,AGR,3,Project-Type,"USAID Title II Food Aid.  Monetization of food aid, Direct Feeding",37,"Protection, Assistance and Solutions",999
14740921,643,RUS,Russia,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2277,Public Law 480 Title I Direct Credit and Food for Progress Program Account,1,Economic,191059,Food For Progress Title I - Commodity Value of Rice (by 50 kg)/Metric TonZ: 2460 [through International Orthodox Christian Charities],APH00237,,,2,Obligations,2000,596156,813120,5,Department of Agriculture,AGR,3,Project-Type,Food For Progress Title I - Commodity Value of Rice (by 50 kg)/Metric TonZ: 2460 [through International Orthodox Christian Charities],37,"Protection, Assistance and Solutions",999
14740938,404,KEN,Kenya,5,Sub-Saharan Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,9,Humanitarian,720,Emergency Response,72040,Emergency food aid,12x2278,Public Law 480 Title II Grants,1,Economic,238781,Total Freight for  Lentils / Metric Tons: 1790.,UTH11827,,,2,Obligations,2000,596000,812907,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Development Assistance (funds),37,"Protection, Assistance and Solutions",999
14740960,834,TZA,Tanzania,5,Sub-Saharan Africa,1,Low Income Country,LIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x4336,Commodity Credit Corporation Fund,1,Economic,193438,Section 416(b) Food Aid - Commodity Value of Cornmeal (by 25 kg)/Metric TonZ: 2380 [through UN World Food Program],APH02616,,,2,Obligations,2000,595714,812517,5,Department of Agriculture,AGR,3,Project-Type,Section 416(b) Food Aid - Commodity Value of Cornmeal (by 25 kg)/Metric TonZ: 2380 [through UN World Food Program],37,"Protection, Assistance and Solutions",999
14740968,24,AGO,Angola,5,Sub-Saharan Africa,3,Upper Middle Income Country,UMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x4336,Commodity Credit Corporation Fund,1,Economic,194094,Section 416(b) Food Aid - Freight Value of HRW (by Bulk) [through Government of Armenia],APH03272,,,2,Obligations,2000,595500,812225,5,Department of Agriculture,AGR,3,Project-Type,Section 416(b) Food Aid - Freight Value of HRW (by Bulk) [through Government of Armenia],37,"Protection, Assistance and Solutions",999
14740969,180,COD,Congo (Kinshasa),5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,9,Humanitarian,720,Emergency Response,72040,Emergency food aid,12x2278,Public Law 480 Title II Grants,1,Economic,235960,"Total Freight for  Beans, Pinto / Approximate Number of people fed: 350000. / Metric Tons: 1500.",UTH09006,,,2,Obligations,2000,595500,812225,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Displaced Persons,37,"Protection, Assistance and Solutions",999
14741124,340,HND,Honduras,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2277,Public Law 480 Title I Direct Credit and Food for Progress Program Account,1,Economic,191958,Food For Progress Title I Commodity Credit Corporation Purchase - Commodity Value of Tallow (by Bulk)/Metric TonZ: 2500 [through Zamorano],APH01136,,,2,Obligations,2000,593750,809838,5,Department of Agriculture,AGR,3,Project-Type,Food For Progress Title I Commodity Credit Corporation Purchase - Commodity Value of Tallow (by Bulk)/Metric TonZ: 2500 [through Zamorano],37,"Protection, Assistance and Solutions",999
14741188,430,LBR,Liberia,5,Sub-Saharan Africa,1,Low Income Country,LIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x4336,Commodity Credit Corporation Fund,1,Economic,193916,Section 416(b) Food Aid - Commodity Value of Vegetable Oil (by 4 ltr)/Metric TonZ: 690 [through UN World Food Program],APH03094,,,2,Obligations,2000,592469,808090,5,Department of Agriculture,AGR,3,Project-Type,Section 416(b) Food Aid - Commodity Value of Vegetable Oil (by 4 ltr)/Metric TonZ: 690 [through UN World Food Program],37,"Protection, Assistance and Solutions",999
14741278,404,KEN,Kenya,5,Sub-Saharan Africa,2,Lower Middle Income Country,LMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x4336,Commodity Credit Corporation Fund,1,Economic,194064,Section 416(b) Food Aid - Freight Value of CSB (by 25 kg) [through UN World Food Program],APH03242,,,2,Obligations,2000,590798,805811,5,Department of Agriculture,AGR,3,Project-Type,Section 416(b) Food Aid - Freight Value of CSB (by 25 kg) [through UN World Food Program],37,"Protection, Assistance and Solutions",999
14741309,320,GTM,Guatemala,6,Western Hemisphere,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,237009,"Total Freight for  Corn, Bulk / Metric Tons: 7110.",UTH10055,,,2,Obligations,2000,590100,804860,5,Department of Agriculture,AGR,3,Project-Type,"USAID Title II Food Aid.  Monetization of food aid, Direct Feeding",37,"Protection, Assistance and Solutions",999
14741357,70,BIH,Bosnia and Herzegovina,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,2,STATE,Department of State,67,PRM,"Population, Refugees, and Migration",3,NGO,NGO - International,6,4000269,International Rescue Committee,9,Humanitarian,720,Emergency Response,72010,Material relief assistance and services,19x1143,"Department of  State, Migration and Refugee Assistance",1,Economic,83635,Refugee Assistance Activities,NULL,,,2,Obligations,2000,589824,804483,2,Department of State,STATE,3,Project-Type,"United States Population Migration and Refugee Assistance, Appropriation 1143.  Protection and assistance needs of refugees, migrants and conflict vicitms worldwide. [International Rescue Committee]",37,"Protection, Assistance and Solutions",65
14741410,736,SDF,Sudan (former),5,Sub-Saharan Africa,0,NULL,NULL,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,9,Humanitarian,720,Emergency Response,72040,Emergency food aid,12x2278,Public Law 480 Title II Grants,1,Economic,238875,Total Freight for  Lentils / Metric Tons: 420.,UTH11921,,,2,Obligations,2000,589000,803359,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Development Assistance (funds),37,"Protection, Assistance and Solutions",999
14741452,4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,9,Humanitarian,720,Emergency Response,72040,Emergency food aid,12x4336,Commodity Credit Corporation Fund,1,Economic,193769,Emergency: Section 416(b) Food Aid - Commodity Value of SWW (by Bulk)/Metric TonZ: 5500 [through UN World Food Program],APH02947,,,2,Obligations,2000,588060,802077,5,Department of Agriculture,AGR,3,Project-Type,Section 416(b) Food Aid - Commodity Value of SWW (by Bulk)/Metric TonZ: 5500 [through UN World Food Program],37,"Protection, Assistance and Solutions",999
14741539,643,RUS,Russia,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2277,Public Law 480 Title I Direct Credit and Food for Progress Program Account,1,Economic,190936,Food For Progress Title I - Commodity Value of Dk Red Kidney Beans (by 2 lb)/Metric TonZ: 850 [through American Red Cross],APH00114,,,2,Obligations,2000,586500,799949,5,Department of Agriculture,AGR,3,Project-Type,Food For Progress Title I - Commodity Value of Dk Red Kidney Beans (by 2 lb)/Metric TonZ: 850 [through American Red Cross],37,"Protection, Assistance and Solutions",999
14741557,404,KEN,Kenya,5,Sub-Saharan Africa,2,Lower Middle Income Country,LMIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,9,Humanitarian,720,Emergency Response,72040,Emergency food aid,12x2278,Public Law 480 Title II Grants,1,Economic,238254,Total Freight for  Direct Support Costs,UTH11300,,,2,Obligations,2000,586200,799540,5,Department of Agriculture,AGR,3,Project-Type,USAID Title II Food Aid.  Direct Support Cost,37,"Protection, Assistance and Solutions",999
14741612,508,MOZ,Mozambique,5,Sub-Saharan Africa,1,Low Income Country,LIC,1,USAID,U.S. Agency for International Development,999,NULL,not applicable,1,Government,Government - United States,1,1000001,U.S. Government - U.S. Agency for International Development,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2278,Public Law 480 Title II Grants,1,Economic,228247,"Commodity Value for  Commodity Unknown, Section 202e",UTH01293,,,2,Obligations,2000,585300,798313,5,Department of Agriculture,AGR,3,Project-Type,"Commodity Value for  Commodity Unknown, Section 202e",37,"Protection, Assistance and Solutions",999
14741619,643,RUS,Russia,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,5,AGR,Department of Agriculture,999,NULL,not applicable,1,Government,Government - United States,1,1000002,U.S. Government - Department of Agriculture,8,Commodity Assistance,520,Developmental Food Aid/Food Security Assistance,52010,Food aid/Food security programmes,12x2277,Public Law 480 Title I Direct Credit and Food for Progress Program Account,1,Economic,190940,Food For Progress Title I - Commodity Value of Dk Red Kidney Beans (by 50 kg)/Metric TonZ: 1000 [through International Russian Jewish Aid Society],APH00118,,,2,Obligations,2000,585220,798204,5,Department of Agriculture,AGR,3,Project-Type,Food For Progress Title I - Commodity Value of Dk Red Kidney Beans (by 50 kg)/Metric TonZ: 1000 [through International Russian Jewish Aid Society],37,"Protection, Assistance and Solutions",999
